ID TIME TELAPSED TIMESTAMP BLOCK SIZE TXS UNC
12 1.057 2.388486623764038 1754764435 1 610 0 0
12 27.157 28.48814082145691 1754764435 1 610 0 0
12 27.17 13.500877857208252 1754764450 2 927 3 0
12 30.195 1.5259084701538086 1754764465 3 1030 4 0
12 44.288 0.6188950538635254 1754764480 4 1031 4 0
12 71.421 12.752561092376709 1754764495 5 1050 3 0
12 80.453 0.7845051288604736 1754764516 6 1655 10 0
12 95.519 0.8504378795623779 1754764531 7 2213 13 0
12 146.677 7.007946252822876 1754764576 6 717 1 0
12 154.71 0.04157233238220215 1754764591 7 4334 33 0
12 170.771 1.1020474433898926 1754764606 8 1548 7 0
12 190.845 6.176428556442261 1754764621 9 759 1 0
12 202.911 3.2419681549072266 1754764636 10 2276 14 0
12 214.973 0.3039071559906006 1754764651 11 1343 7 0
12 283.193 1.5239558219909668 1754764718 12 610 0 0
12 294.292 43.62358474731445 1754764687 12 610 0 0
12 294.306 1.6369452476501465 1754764729 13 3733 30 0
12 313.387 20.718475103378296 1754764729 13 4255 35 0
12 313.399 5.7304840087890625 1754764744 14 3315 24 0
12 324.485 1.8164544105529785 1754764759 15 1736 10 0
12 338.574 0.9050943851470947 1754764774 16 1633 9 0
12 401.777 4.108021259307861 1754764834 17 3048 23 0
12 422.874 21.205028295516968 1754764838 18 2339 15 0
12 440.941 17.27225947380066 1754764860 19 2383 17 0
12 441.96 1.291449785232544 1754764877 20 6874 59 0
12 458.029 2.360172748565674 1754764892 21 2714 19 0
