ID TIME TELAPSED TIMESTAMP BLOCK SIZE TXS UNC
5 1.022 2.1232645511627197 1754765434 1 610 0 0
5 14.065 15.166725873947144 1754765434 1 610 0 0
5 15.118 1.219576120376587 1754765449 2 610 0 0
5 32.188 3.289825439453125 1754765464 3 1343 7 0
5 83.336 54.43738675117493 1754765464 3 1447 8 0
5 83.348 39.44940805435181 1754765479 4 1031 4 0
5 83.36 24.461517810821533 1754765494 5 759 1 0
5 83.372 9.473810911178589 1754765509 6 1652 8 0
5 90.403 1.5041847229003906 1754765524 7 1466 7 0
5 105.465 1.5665297508239746 1754765539 8 1882 11 0
5 108.484 4.585240840911865 1754765539 8 1882 11 0
5 120.574 1.6757385730743408 1754765554 9 1945 12 0
5 161.707 27.808018922805786 1754765569 10 1299 5 0
5 161.728 12.829562187194824 1754765584 11 1072 4 0
5 183.807 19.908299922943115 1754765599 12 1882 11 0
5 183.819 0.9206774234771729 1754765618 13 610 0 0
5 198.885 0.9861676692962646 1754765633 14 1465 7 0
5 212.955 0.0563507080078125 1754765648 15 1529 8 0
5 229.008 1.109316349029541 1754765663 16 1778 10 0
5 245.09 2.1913154125213623 1754765678 17 2172 13 0
5 269.169 11.27094292640686 1754765693 18 1756 9 0
5 275.202 2.303684711456299 1754765708 19 1674 9 0
5 288.253 0.35474228858947754 1754765723 20 863 2 0
