ID TIME TELAPSED TIMESTAMP BLOCK SIZE TXS UNC
4 1.022 2.5320072174072266 1754765434 1 610 0 0
4 28.116 29.625699043273926 1754765434 1 610 0 0
4 28.128 14.638244152069092 1754765449 2 610 0 0
4 29.142 0.6525132656097412 1754765464 3 1447 8 0
4 44.208 0.7181649208068848 1754765479 4 1031 4 0
4 61.257 2.7667148113250732 1754765494 5 1217 5 0
4 65.298 6.8078179359436035 1754765494 5 759 1 0
4 75.344 1.8538453578948975 1754765509 6 1652 8 0
4 90.433 1.9426634311676025 1754765524 7 1466 7 0
4 90.472 1.9819908142089844 1754765524 7 1466 7 0
4 104.537 1.0472779273986816 1754765539 8 1882 11 0
4 119.59 1.1001818180084229 1754765554 9 1945 12 0
4 134.662 1.1719603538513184 1754765569 10 1299 5 0
4 149.724 1.2336547374725342 1754765584 11 1072 4 0
4 184.878 21.38829779624939 1754765599 12 1882 11 0
4 184.895 2.4054696559906006 1754765618 13 610 0 0
4 198.948 1.4585676193237305 1754765633 14 1465 7 0
4 213.049 0.5590169429779053 1754765648 15 1529 8 0
4 229.149 1.6586964130401611 1754765663 16 1778 10 0
4 244.211 1.7209668159484863 1754765678 17 2172 13 0
4 260.25 2.7599871158599854 1754765693 18 1113 4 0
4 274.31 1.8198416233062744 1754765708 19 2068 12 0
4 290.371 2.8808634281158447 1754765723 20 1154 4 0
